"Step","lmbda0_lr5e5_steps20k - train/loss","lmbda0_lr5e5_steps20k - train/loss__MIN","lmbda0_lr5e5_steps20k - train/loss__MAX","lmbda1_lr1e4 - train/loss","lmbda1_lr1e4 - train/loss__MIN","lmbda1_lr1e4 - train/loss__MAX","lmbda1_lr5e5 - train/loss","lmbda1_lr5e5 - train/loss__MIN","lmbda1_lr5e5 - train/loss__MAX","lmbda0_beta1 - train/loss","lmbda0_beta1 - train/loss__MIN","lmbda0_beta1 - train/loss__MAX","lmbda0_lr1e4 - train/loss","lmbda0_lr1e4 - train/loss__MIN","lmbda0_lr1e4 - train/loss__MAX","lmbda1_tok512 - train/loss","lmbda1_tok512 - train/loss__MIN","lmbda1_tok512 - train/loss__MAX","lmbda1_bs16 - train/loss","lmbda1_bs16 - train/loss__MIN","lmbda1_bs16 - train/loss__MAX","lmbda1_tok256 - train/loss","lmbda1_tok256 - train/loss__MIN","lmbda1_tok256 - train/loss__MAX","lmbda1_beta05 - train/loss","lmbda1_beta05 - train/loss__MIN","lmbda1_beta05 - train/loss__MAX","lmbda0_beta05 - train/loss","lmbda0_beta05 - train/loss__MIN","lmbda0_beta05 - train/loss__MAX"
"8625","0.0719","0.0719","0.0719","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8627","0.0755","0.0755","0.0755","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8629","0.079","0.079","0.079","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8631","0.0612","0.0612","0.0612","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8632","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8633","0.0721","0.0721","0.0721","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8634","0.0678","0.0678","0.0678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8636","0.0625","0.0625","0.0625","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8637","0.0822","0.0822","0.0822","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8640","0.0609","0.0609","0.0609","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8643","0.0783","0.0783","0.0783","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8645","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8646","0.0619","0.0619","0.0619","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8647","0.0636","0.0636","0.0636","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8649","0.0471","0.0471","0.0471","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8653","0.0695","0.0695","0.0695","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8655","0.0693","0.0693","0.0693","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8657","0.0534","0.0534","0.0534","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8660","0.0589","0.0589","0.0589","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8661","0.0831","0.0831","0.0831","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8662","0.0586","0.0586","0.0586","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8663","0.0711","0.0711","0.0711","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8666","0.0755","0.0755","0.0755","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8668","0.0724","0.0724","0.0724","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8669","0.0501","0.0501","0.0501","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8670","0.0653","0.0653","0.0653","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8672","0.0644","0.0644","0.0644","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8675","0.0712","0.0712","0.0712","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8676","0.0825","0.0825","0.0825","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8677","0.0738","0.0738","0.0738","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8680","0.0879","0.0879","0.0879","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8682","0.0667","0.0667","0.0667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8683","0.0615","0.0615","0.0615","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8684","0.0759","0.0759","0.0759","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8686","0.0723","0.0723","0.0723","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8687","0.0688","0.0688","0.0688","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8688","0.0584","0.0584","0.0584","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8689","0.0683","0.0683","0.0683","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8691","0.081","0.081","0.081","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8692","0.0579","0.0579","0.0579","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8694","0.0606","0.0606","0.0606","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8696","0.0634","0.0634","0.0634","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8698","0.078","0.078","0.078","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8699","0.0697","0.0697","0.0697","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8700","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8709","0.0888","0.0888","0.0888","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8710","0.0726","0.0726","0.0726","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8714","0.0621","0.0621","0.0621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8716","0.0604","0.0604","0.0604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8718","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8720","0.0684","0.0684","0.0684","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8722","0.0686","0.0686","0.0686","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8723","0.0693","0.0693","0.0693","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8724","0.0704","0.0704","0.0704","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8727","0.0698","0.0698","0.0698","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8728","0.0637","0.0637","0.0637","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8733","0.0733","0.0733","0.0733","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8734","0.0594","0.0594","0.0594","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8735","0.0534","0.0534","0.0534","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8736","0.0671","0.0671","0.0671","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8737","0.0713","0.0713","0.0713","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8739","0.0687","0.0687","0.0687","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8750","0.058","0.058","0.058","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8752","0.0608","0.0608","0.0608","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8754","0.064","0.064","0.064","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8755","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8758","0.067","0.067","0.067","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8763","0.0621","0.0621","0.0621","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8764","0.0644","0.0644","0.0644","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8771","0.0605","0.0605","0.0605","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8772","0.0626","0.0626","0.0626","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8773","0.0534","0.0534","0.0534","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8774","0.0548","0.0548","0.0548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8777","0.0623","0.0623","0.0623","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8778","0.0717","0.0717","0.0717","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8780","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8781","0.0678","0.0678","0.0678","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8783","0.0614","0.0614","0.0614","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8784","0.0746","0.0746","0.0746","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8786","0.0647","0.0647","0.0647","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8787","0.0701","0.0701","0.0701","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8788","0.0705","0.0705","0.0705","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8791","0.0792","0.0792","0.0792","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8796","0.0567","0.0567","0.0567","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8800","0.0771","0.0771","0.0771","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8802","0.0675","0.0675","0.0675","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8803","0.0782","0.0782","0.0782","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8805","0.0681","0.0681","0.0681","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8806","0.0628","0.0628","0.0628","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8810","0.0629","0.0629","0.0629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8812","0.0606","0.0606","0.0606","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8813","0.0555","0.0555","0.0555","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8814","0.0611","0.0611","0.0611","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8815","0.0567","0.0567","0.0567","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8816","0.0732","0.0732","0.0732","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8817","0.0748","0.0748","0.0748","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8819","0.0619","0.0619","0.0619","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8822","0.0584","0.0584","0.0584","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8824","0.0634","0.0634","0.0634","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8825","0.0669","0.0669","0.0669","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8827","0.0766","0.0766","0.0766","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8828","0.0569","0.0569","0.0569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8830","0.0642","0.0642","0.0642","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8834","0.062","0.062","0.062","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8836","0.0551","0.0551","0.0551","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8837","0.059","0.059","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8839","0.0712","0.0712","0.0712","","","","","","","","","","","","","","","","","","","","","","","","","","",""
