"Step","lmbda0_lr5e5_steps20k - train/loss","lmbda0_lr5e5_steps20k - train/loss__MIN","lmbda0_lr5e5_steps20k - train/loss__MAX","lmbda1_lr1e4 - train/loss","lmbda1_lr1e4 - train/loss__MIN","lmbda1_lr1e4 - train/loss__MAX","lmbda1_lr5e5 - train/loss","lmbda1_lr5e5 - train/loss__MIN","lmbda1_lr5e5 - train/loss__MAX","lmbda0_beta1 - train/loss","lmbda0_beta1 - train/loss__MIN","lmbda0_beta1 - train/loss__MAX","lmbda0_lr1e4 - train/loss","lmbda0_lr1e4 - train/loss__MIN","lmbda0_lr1e4 - train/loss__MAX","lmbda1_tok512 - train/loss","lmbda1_tok512 - train/loss__MIN","lmbda1_tok512 - train/loss__MAX","lmbda1_bs16 - train/loss","lmbda1_bs16 - train/loss__MIN","lmbda1_bs16 - train/loss__MAX","lmbda1_tok256 - train/loss","lmbda1_tok256 - train/loss__MIN","lmbda1_tok256 - train/loss__MAX","lmbda1_beta05 - train/loss","lmbda1_beta05 - train/loss__MIN","lmbda1_beta05 - train/loss__MAX","lmbda0_beta05 - train/loss","lmbda0_beta05 - train/loss__MIN","lmbda0_beta05 - train/loss__MAX"
"17661","0.0614","0.0614","0.0614","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17662","0.0509","0.0509","0.0509","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17664","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17665","0.0508","0.0508","0.0508","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17667","0.055","0.055","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17669","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17670","0.0624","0.0624","0.0624","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17671","0.0528","0.0528","0.0528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17672","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17673","0.0476","0.0476","0.0476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17674","0.0536","0.0536","0.0536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17676","0.0524","0.0524","0.0524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17677","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17678","0.0577","0.0577","0.0577","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17680","0.0476","0.0476","0.0476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17682","0.0563","0.0563","0.0563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17684","0.059","0.059","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17687","0.0568","0.0568","0.0568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17688","0.0499","0.0499","0.0499","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17689","0.0507","0.0507","0.0507","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17690","0.0536","0.0536","0.0536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17692","0.0538","0.0538","0.0538","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17694","0.0525","0.0525","0.0525","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17698","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17699","0.0502","0.0502","0.0502","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17701","0.0454","0.0454","0.0454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17702","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17703","0.0593","0.0593","0.0593","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17706","0.0546","0.0546","0.0546","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17711","0.0471","0.0471","0.0471","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17712","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17714","0.0527","0.0527","0.0527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17716","0.0569","0.0569","0.0569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17718","0.0455","0.0455","0.0455","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17721","0.0506","0.0506","0.0506","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17723","0.0749","0.0749","0.0749","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17726","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17733","0.0525","0.0525","0.0525","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17734","0.0536","0.0536","0.0536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17737","0.056","0.056","0.056","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17738","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17741","0.0569","0.0569","0.0569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17743","0.0544","0.0544","0.0544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17745","0.0498","0.0498","0.0498","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17746","0.0467","0.0467","0.0467","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17747","0.0537","0.0537","0.0537","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17748","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17749","0.057","0.057","0.057","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17753","0.0454","0.0454","0.0454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17755","0.0573","0.0573","0.0573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17756","0.0545","0.0545","0.0545","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17758","0.0495","0.0495","0.0495","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17760","0.0454","0.0454","0.0454","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17762","0.0619","0.0619","0.0619","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17764","0.0512","0.0512","0.0512","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17765","0.0491","0.0491","0.0491","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17767","0.046","0.046","0.046","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17768","0.059","0.059","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17769","0.0588","0.0588","0.0588","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17772","0.0447","0.0447","0.0447","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17775","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17776","0.0546","0.0546","0.0546","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17778","0.0552","0.0552","0.0552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17779","0.0543","0.0543","0.0543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17780","0.0486","0.0486","0.0486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17781","0.0475","0.0475","0.0475","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17782","0.0512","0.0512","0.0512","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17784","0.0572","0.0572","0.0572","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17785","0.0531","0.0531","0.0531","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17789","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17791","0.0469","0.0469","0.0469","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17793","0.0561","0.0561","0.0561","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17795","0.0526","0.0526","0.0526","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17797","0.0453","0.0453","0.0453","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17798","0.0584","0.0584","0.0584","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17799","0.0479","0.0479","0.0479","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17805","0.0636","0.0636","0.0636","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17806","0.0486","0.0486","0.0486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17808","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17809","0.0492","0.0492","0.0492","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17811","0.0561","0.0561","0.0561","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17812","0.0555","0.0555","0.0555","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17819","0.0478","0.0478","0.0478","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17820","0.0633","0.0633","0.0633","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17821","0.0536","0.0536","0.0536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17823","0.043","0.043","0.043","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17824","0.0418","0.0418","0.0418","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17833","0.0545","0.0545","0.0545","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17835","0.0457","0.0457","0.0457","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17837","0.0439","0.0439","0.0439","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17838","0.0543","0.0543","0.0543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17840","0.0588","0.0588","0.0588","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17843","0.053","0.053","0.053","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17844","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17847","0.0493","0.0493","0.0493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17849","0.0516","0.0516","0.0516","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17850","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17852","0.0409","0.0409","0.0409","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17854","0.0441","0.0441","0.0441","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17857","0.05","0.05","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17858","0.05","0.05","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17860","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17861","0.0552","0.0552","0.0552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17863","0.0569","0.0569","0.0569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17865","0.0473","0.0473","0.0473","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17866","0.0584","0.0584","0.0584","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17868","0.0604","0.0604","0.0604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17869","0.0557","0.0557","0.0557","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17870","0.0493","0.0493","0.0493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17871","0.0656","0.0656","0.0656","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17872","0.046","0.046","0.046","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17873","0.0606","0.0606","0.0606","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17877","0.0588","0.0588","0.0588","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17879","0.041","0.041","0.041","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17880","0.0517","0.0517","0.0517","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17882","0.052","0.052","0.052","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17883","0.0486","0.0486","0.0486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17887","0.0493","0.0493","0.0493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17897","0.0518","0.0518","0.0518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17898","0.0514","0.0514","0.0514","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17899","0.0524","0.0524","0.0524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17901","0.0508","0.0508","0.0508","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17903","0.0487","0.0487","0.0487","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17906","0.0575","0.0575","0.0575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17908","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17909","0.0527","0.0527","0.0527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17912","0.063","0.063","0.063","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17915","0.0493","0.0493","0.0493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17918","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17920","0.0529","0.0529","0.0529","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17922","0.0433","0.0433","0.0433","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17923","0.0483","0.0483","0.0483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17925","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17928","0.0539","0.0539","0.0539","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17932","0.0499","0.0499","0.0499","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17933","0.046","0.046","0.046","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17935","0.0579","0.0579","0.0579","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17936","0.0604","0.0604","0.0604","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17940","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17942","0.0497","0.0497","0.0497","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17944","0.0586","0.0586","0.0586","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17949","0.0475","0.0475","0.0475","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17950","0.0509","0.0509","0.0509","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17952","0.0617","0.0617","0.0617","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17953","0.0567","0.0567","0.0567","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17959","0.0487","0.0487","0.0487","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17961","0.0524","0.0524","0.0524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17962","0.0589","0.0589","0.0589","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17963","0.0583","0.0583","0.0583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17964","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17965","0.0495","0.0495","0.0495","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17967","0.0485","0.0485","0.0485","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17970","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17972","0.0543","0.0543","0.0543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17974","0.0684","0.0684","0.0684","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17975","0.0535","0.0535","0.0535","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17976","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17977","0.0573","0.0573","0.0573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17981","0.0515","0.0515","0.0515","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17983","0.0533","0.0533","0.0533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17985","0.0505","0.0505","0.0505","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17987","0.0595","0.0595","0.0595","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17989","0.0476","0.0476","0.0476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17990","0.0553","0.0553","0.0553","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17993","0.059","0.059","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17994","0.042","0.042","0.042","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17995","0.0468","0.0468","0.0468","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17997","0.0559","0.0559","0.0559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17998","0.0489","0.0489","0.0489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18000","0.0634","0.0634","0.0634","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18003","0.0509","0.0509","0.0509","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18006","0.0513","0.0513","0.0513","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18007","0.0543","0.0543","0.0543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18012","0.063","0.063","0.063","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18016","0.0486","0.0486","0.0486","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18022","0.0574","0.0574","0.0574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18024","0.0648","0.0648","0.0648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18025","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18026","0.044","0.044","0.044","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18028","0.0529","0.0529","0.0529","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18030","0.0482","0.0482","0.0482","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18031","0.0497","0.0497","0.0497","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18033","0.0583","0.0583","0.0583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18036","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18037","0.0513","0.0513","0.0513","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18038","0.0447","0.0447","0.0447","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18040","0.0617","0.0617","0.0617","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18045","0.0516","0.0516","0.0516","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18047","0.0467","0.0467","0.0467","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18050","0.0509","0.0509","0.0509","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18052","0.0534","0.0534","0.0534","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18053","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18054","0.0596","0.0596","0.0596","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18057","0.0471","0.0471","0.0471","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18059","0.0543","0.0543","0.0543","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18061","0.0449","0.0449","0.0449","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18067","0.0663","0.0663","0.0663","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18068","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18070","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18075","0.0537","0.0537","0.0537","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18077","0.0541","0.0541","0.0541","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18078","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18079","0.0471","0.0471","0.0471","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18080","0.0511","0.0511","0.0511","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18084","0.0458","0.0458","0.0458","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18085","0.0559","0.0559","0.0559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18086","0.054","0.054","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18090","0.0483","0.0483","0.0483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18091","0.0542","0.0542","0.0542","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18093","0.0547","0.0547","0.0547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18095","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18101","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18102","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18104","0.0477","0.0477","0.0477","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18106","0.0549","0.0549","0.0549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18107","0.0571","0.0571","0.0571","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18108","0.0498","0.0498","0.0498","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18111","0.0634","0.0634","0.0634","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18114","0.0544","0.0544","0.0544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18116","0.0444","0.0444","0.0444","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18117","0.0544","0.0544","0.0544","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18118","0.062","0.062","0.062","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18120","0.0542","0.0542","0.0542","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18121","0.0548","0.0548","0.0548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18122","0.0583","0.0583","0.0583","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18123","0.0645","0.0645","0.0645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18125","0.0489","0.0489","0.0489","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18128","0.0638","0.0638","0.0638","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18129","0.051","0.051","0.051","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18130","0.0535","0.0535","0.0535","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18135","0.0576","0.0576","0.0576","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18136","0.0511","0.0511","0.0511","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18137","0.0515","0.0515","0.0515","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18139","0.0499","0.0499","0.0499","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18140","0.0488","0.0488","0.0488","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18143","0.0603","0.0603","0.0603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18144","0.0508","0.0508","0.0508","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18150","0.0661","0.0661","0.0661","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18152","0.0506","0.0506","0.0506","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18158","0.0641","0.0641","0.0641","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18159","0.0603","0.0603","0.0603","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18160","0.054","0.054","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18161","0.0539","0.0539","0.0539","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18162","0.0494","0.0494","0.0494","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18165","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18169","0.0509","0.0509","0.0509","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18170","0.0532","0.0532","0.0532","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18171","0.0575","0.0575","0.0575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18172","0.0451","0.0451","0.0451","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18175","0.0598","0.0598","0.0598","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18176","0.045","0.045","0.045","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18180","0.0527","0.0527","0.0527","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18181","0.0528","0.0528","0.0528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18184","0.0525","0.0525","0.0525","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18185","0.0512","0.0512","0.0512","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18189","0.0573","0.0573","0.0573","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18191","0.0513","0.0513","0.0513","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18192","0.0483","0.0483","0.0483","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18196","0.055","0.055","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18200","0.0462","0.0462","0.0462","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18202","0.0511","0.0511","0.0511","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18204","0.0446","0.0446","0.0446","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18206","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18214","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18216","0.0422","0.0422","0.0422","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18217","0.0558","0.0558","0.0558","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18220","0.0516","0.0516","0.0516","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18224","0.0458","0.0458","0.0458","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18225","0.0556","0.0556","0.0556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18226","0.0597","0.0597","0.0597","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18227","0.0714","0.0714","0.0714","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18232","0.0487","0.0487","0.0487","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18235","0.0523","0.0523","0.0523","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18238","0.0564","0.0564","0.0564","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18242","0.0601","0.0601","0.0601","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18244","0.0472","0.0472","0.0472","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18245","0.0559","0.0559","0.0559","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18246","0.0627","0.0627","0.0627","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18252","0.0408","0.0408","0.0408","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18253","0.0571","0.0571","0.0571","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18254","0.0552","0.0552","0.0552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18255","0.0528","0.0528","0.0528","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18256","0.0563","0.0563","0.0563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18259","0.069","0.069","0.069","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18260","0.0563","0.0563","0.0563","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18261","0.0473","0.0473","0.0473","","","","","","","","","","","","","","","","","","","","","","","","","","",""
